wn spectra line corrected
2.981686000000000149e+03 5.277395999999999754e-01 1.469005198841712156e-01 3.053114079437340700e-01
2.980722000000000207e+03 5.300108000000000041e-01 1.468335515155121118e-01 3.082494381478691481e-01
2.979757000000000062e+03 5.324041000000000468e-01 1.467665136775908319e-01 3.113422265495379149e-01
2.978793000000000120e+03 5.349135000000000417e-01 1.466995453089317281e-01 3.145820461236468746e-01
2.977829000000000178e+03 5.375372000000000483e-01 1.466325769402726242e-01 3.179666802274486170e-01
2.976864000000000033e+03 5.402757999999999727e-01 1.465655391023513998e-01 3.214969524173125204e-01
2.975900000000000091e+03 5.431327000000000238e-01 1.464985707336922960e-01 3.251770424128559989e-01
2.974936000000000149e+03 5.461127000000000065e-01 1.464316023650331366e-01 3.290130938597804477e-01
2.973971000000000004e+03 5.492217999999999822e-01 1.463645645271119122e-01 3.330127705681291683e-01
2.973007000000000062e+03 5.524662999999999657e-01 1.462975961584528084e-01 3.371839254805281128e-01
2.972043000000000120e+03 5.558497999999999495e-01 1.462306277897937046e-01 3.415311823050860007e-01
2.971077999999999975e+03 5.593728000000000034e-01 1.461635899518724802e-01 3.460552381229735630e-01
2.970114000000000033e+03 5.630287000000000486e-01 1.460966215832133208e-01 3.507476053086126533e-01
2.969150000000000091e+03 5.668026999999999926e-01 1.460296532145542170e-01 3.555896004674004018e-01
2.968184999999999945e+03 5.706704000000000221e-01 1.459626153766329926e-01 3.605503800560952987e-01
2.967221000000000004e+03 5.745983999999999536e-01 1.458956470079738887e-01 3.655875088114295401e-01
2.966257000000000062e+03 5.785460000000000047e-01 1.458286786393147294e-01 3.706494960187411425e-01
2.965293000000000120e+03 5.824688999999999561e-01 1.457617102706556256e-01 3.756802270608945449e-01
2.964327999999999975e+03 5.863216999999999457e-01 1.456946724327344012e-01 3.806222579156393615e-01
2.963364000000000033e+03 5.900617000000000223e-01 1.456277040640752973e-01 3.854213727910636988e-01
2.962400000000000091e+03 5.936506000000000283e-01 1.455607356954161380e-01 3.900291211716237494e-01
2.961434999999999945e+03 5.970547000000000493e-01 1.454936978574949136e-01 3.944028794713147490e-01
2.960471000000000004e+03 6.002465000000000162e-01 1.454267294888358097e-01 3.985076854776847810e-01
2.959507000000000062e+03 6.032045000000000323e-01 1.453597611201767059e-01 4.023163692592324758e-01
2.958541999999999916e+03 6.059158000000000044e-01 1.452927232822554815e-01 4.058126545965811127e-01
2.957577999999999975e+03 6.083783000000000385e-01 1.452257549135963222e-01 4.089937531523321623e-01
2.956614000000000033e+03 6.106034999999999657e-01 1.451587865449372183e-01 4.118742960484979010e-01
2.955648999999999887e+03 6.126192999999999778e-01 1.450917487070159939e-01 4.144896883452592329e-01
2.954684999999999945e+03 6.144713000000000536e-01 1.450247803383568901e-01 4.168975628931845812e-01
2.953721000000000004e+03 6.162216000000000360e-01 1.449578119696977307e-01 4.191766457111780197e-01
2.952755999999999858e+03 6.179470000000000240e-01 1.448907741317765063e-01 4.214242833737121274e-01
2.951791999999999916e+03 6.197318000000000549e-01 1.448238057631174025e-01 4.237471296585058056e-01
2.950827999999999975e+03 6.216627000000000125e-01 1.447568373944582987e-01 4.262550713945481573e-01
2.949862999999999829e+03 6.238198999999999828e-01 1.446897995565370743e-01 4.290497620186918826e-01
2.948898999999999887e+03 6.262710999999999695e-01 1.446228311878779149e-01 4.322168279665598023e-01
2.947934999999999945e+03 6.290662999999999672e-01 1.445558628192188111e-01 4.358196684341009153e-01
2.946969999999999800e+03 6.322366999999999848e-01 1.444888249812975867e-01 4.398978688686764338e-01
2.946005999999999858e+03 6.357950999999999464e-01 1.444218566126384828e-01 4.444675139205561676e-01
2.945041999999999916e+03 6.397403000000000395e-01 1.443548882439793235e-01 4.495271480657752061e-01
2.944077000000000226e+03 6.440597999999999601e-01 1.442878504060581546e-01 4.550610022491295981e-01
2.943112999999999829e+03 6.487327999999999983e-01 1.442208820373989953e-01 4.610425999528045549e-01
2.942148999999999887e+03 6.537309999999999510e-01 1.441539136687398914e-01 4.674361582979995045e-01
2.941184000000000196e+03 6.590184999999999516e-01 1.440868758308186670e-01 4.741962676485684258e-01
2.940219999999999800e+03 6.645507000000000497e-01 1.440199074621595077e-01 4.812663039359452721e-01
2.939255999999999858e+03 6.702744999999999953e-01 1.439529390935004038e-01 4.885790703264817347e-01
2.938291000000000167e+03 6.761287999999999743e-01 1.438859012555792349e-01 4.960572365509256509e-01
2.937327000000000226e+03 6.820477999999999819e-01 1.438189328869200756e-01 5.036173243986405978e-01
2.936362999999999829e+03 6.879631999999999969e-01 1.437519645182609718e-01 5.111728833593367494e-01
2.935398999999999887e+03 6.938062999999999869e-01 1.436849961496018124e-01 5.186368914421054521e-01
2.934434000000000196e+03 6.995105000000000350e-01 1.436179583116806435e-01 5.259250516812044030e-01
2.933469999999999800e+03 7.050110000000000543e-01 1.435509899430214842e-01 5.329551523025126691e-01
2.932505999999999858e+03 7.102446999999999511e-01 1.434840215743623248e-01 5.396473297426666038e-01
2.931541000000000167e+03 7.151488999999999763e-01 1.434169837364411559e-01 5.459222272461282666e-01
2.930577000000000226e+03 7.196599000000000190e-01 1.433500153677820521e-01 5.516990262096216346e-01
2.929612999999999829e+03 7.237107000000000401e-01 1.432830469991228928e-01 5.568929230539453323e-01
2.928648000000000138e+03 7.272296999999999789e-01 1.432160091612016684e-01 5.614132875294908231e-01
2.927684000000000196e+03 7.301395999999999997e-01 1.431490407925425645e-01 5.651620737778253467e-01
2.926719999999999800e+03 7.323587999999999765e-01 1.430820724238834052e-01 5.680359845604930902e-01
2.925755000000000109e+03 7.338038000000000061e-01 1.430150345859622363e-01 5.699293160468761332e-01
2.924791000000000167e+03 7.343958000000000430e-01 1.429480662173030769e-01 5.707421221407058542e-01
2.923827000000000226e+03 7.340681000000000012e-01 1.428810978486439731e-01 5.703899794658410238e-01
2.922862000000000080e+03 7.327744999999999953e-01 1.428140600107227487e-01 5.688144320364573181e-01
2.921898000000000138e+03 7.304990999999999568e-01 1.427470916420636449e-01 5.659952087180804003e-01
2.920934000000000196e+03 7.272612000000000521e-01 1.426801232734044855e-01 5.619568220573426531e-01
2.919969000000000051e+03 7.231199000000000376e-01 1.426130854354832611e-01 5.567741992171696408e-01
2.919005000000000109e+03 7.181726000000000498e-01 1.425461170668241573e-01 5.505705854854588965e-01
2.918041000000000167e+03 7.125498999999999583e-01 1.424791486981650535e-01 5.435114767314712658e-01
2.917076000000000022e+03 7.064074999999999660e-01 1.424121108602438290e-01 5.357941630147586842e-01
2.916112000000000080e+03 6.999136999999999720e-01 1.423451424915846697e-01 5.276316981501831815e-01
2.915148000000000138e+03 6.932372999999999452e-01 1.422781741229255659e-01 5.192379658778815132e-01
2.914182999999999993e+03 6.865360000000000351e-01 1.422111362850043415e-01 5.108127897458810684e-01
2.913219000000000051e+03 6.799473999999999796e-01 1.421441679163452376e-01 5.025303358183330626e-01
2.912255000000000109e+03 6.735837000000000074e-01 1.420771995476861338e-01 4.945327929589707905e-01
2.911289999999999964e+03 6.675286999999999749e-01 1.420101617097648539e-01 4.869263760047346512e-01
2.910326000000000022e+03 6.618382000000000431e-01 1.419431933411057500e-01 4.797816351215339892e-01
2.909362000000000080e+03 6.565419999999999590e-01 1.418762249724466462e-01 4.731363835490207115e-01
2.908396999999999935e+03 6.516478999999999466e-01 1.418091871345254218e-01 4.670005673521912537e-01
2.907432999999999993e+03 6.471447000000000171e-01 1.417422187658663180e-01 4.613598678942796849e-01
2.906469000000000051e+03 6.430080999999999714e-01 1.416752503972071586e-01 4.561835702776497192e-01
2.905505000000000109e+03 6.392037000000000413e-01 1.416082820285480548e-01 4.514281001720653053e-01
2.904539999999999964e+03 6.356933000000000167e-01 1.415412441906268304e-01 4.470451357723533858e-01
2.903576000000000022e+03 6.324381999999999504e-01 1.414742758219677266e-01 4.429855240523404847e-01
2.902612000000000080e+03 6.294032000000000515e-01 1.414073074533085672e-01 4.392047432614104019e-01
2.901646999999999935e+03 6.265581000000000067e-01 1.413402696153873428e-01 4.356646052567448302e-01
2.900682999999999993e+03 6.238784000000000551e-01 1.412733012467282390e-01 4.323339438959831194e-01
2.899719000000000051e+03 6.213446000000000247e-01 1.412063328780691351e-01 4.291881246473402411e-01
2.898753999999999905e+03 6.189396000000000342e-01 1.411392950401478552e-01 4.262055531781495099e-01
2.897789999999999964e+03 6.166477999999999682e-01 1.410723266714887514e-01 4.233663367429371105e-01
2.896826000000000022e+03 6.144532999999999801e-01 1.410053583028296476e-01 4.206504010114283654e-01
2.895860999999999876e+03 6.123399999999999954e-01 1.409383204649084231e-01 4.180374184437852247e-01
2.894896999999999935e+03 6.102918000000000509e-01 1.408713520962493193e-01 4.155068627523453850e-01
2.893932999999999993e+03 6.082940000000000014e-01 1.408043837275901600e-01 4.130401797387924234e-01
2.892967999999999847e+03 6.063342999999999927e-01 1.407373458896689356e-01 4.106218554039279822e-01
2.892003999999999905e+03 6.044038999999999939e-01 1.406703775210098317e-01 4.082406101439423063e-01
2.891039999999999964e+03 6.024985999999999953e-01 1.406034091523507279e-01 4.058911901619894902e-01
2.890074999999999818e+03 6.006192999999999671e-01 1.405363713144295035e-01 4.035748019385863583e-01
2.889110999999999876e+03 5.987723000000000351e-01 1.404694029457703441e-01 4.012992927798184062e-01
2.888146999999999935e+03 5.969678999999999958e-01 1.404024345771112403e-01 3.990777760728956292e-01
2.887181999999999789e+03 5.952193999999999541e-01 1.403353967391900159e-01 3.969271654215328349e-01
2.886217999999999847e+03 5.935403999999999680e-01 1.402684283705309121e-01 3.948645548156689555e-01
2.885253999999999905e+03 5.919432999999999501e-01 1.402014600018717527e-01 3.929057178005538886e-01
2.884289000000000215e+03 5.904374999999999485e-01 1.401344221639505838e-01 3.910626279640648795e-01
2.883324999999999818e+03 5.890294999999999837e-01 1.400674537952914245e-01 3.893433855626849960e-01
2.882360999999999876e+03 5.877232999999999485e-01 1.400004854266323207e-01 3.877531239954175035e-01
2.881396000000000186e+03 5.865202999999999944e-01 1.399334475887110962e-01 3.862936833821512539e-01
2.880431999999999789e+03 5.854184999999999528e-01 1.398664792200519369e-01 3.849623968720092826e-01
2.879467999999999847e+03 5.844097000000000319e-01 1.397995108513928331e-01 3.837489442742913481e-01
2.878503000000000156e+03 5.834759000000000473e-01 1.397324730134716642e-01 3.826305919105285613e-01
2.877539000000000215e+03 5.825858000000000425e-01 1.396655046448125048e-01 3.815675585530383662e-01
2.876574999999999818e+03 5.816951999999999678e-01 1.395985362761533455e-01 3.805039230650331672e-01
2.875610000000000127e+03 5.807495000000000296e-01 1.395314984382321766e-01 3.793705908045681974e-01
2.874646000000000186e+03 5.796930999999999612e-01 1.394645300695730727e-01 3.780969996453875659e-01
2.873681999999999789e+03 5.784797000000000411e-01 1.393975617009139134e-01 3.766245684870286881e-01
2.872717999999999847e+03 5.770847999999999534e-01 1.393305933322547541e-01 3.749222632861543003e-01
2.871753000000000156e+03 5.755137999999999643e-01 1.392635554943335852e-01 3.729969912691710188e-01
2.870789000000000215e+03 5.738058999999999799e-01 1.391965871256744813e-01 3.708982727979698302e-01
2.869824999999999818e+03 5.720309999999999562e-01 1.391296187570153220e-01 3.687147169357672949e-01
2.868860000000000127e+03 5.702819000000000083e-01 1.390625809190940976e-01 3.665639402056485308e-01
2.867896000000000186e+03 5.686622999999999539e-01 1.389956125504349937e-01 3.645771646443324854e-01
2.866931999999999789e+03 5.672751000000000321e-01 1.389286441817758344e-01 3.628848003685501977e-01
2.865967000000000098e+03 5.662108999999999615e-01 1.388616063438546655e-01 3.616016772681470148e-01
2.865003000000000156e+03 5.655402999999999958e-01 1.387946379751955062e-01 3.608170895595806948e-01
2.864039000000000215e+03 5.653086000000000499e-01 1.387276696065364023e-01 3.605884857875314431e-01
2.863074000000000069e+03 5.655312999999999590e-01 1.386606317686151779e-01 3.609355670959825679e-01
2.862110000000000127e+03 5.661928000000000516e-01 1.385936633999560741e-01 3.618384383423053352e-01
2.861146000000000186e+03 5.672441999999999762e-01 1.385266950312969148e-01 3.632352254384708656e-01
2.860181000000000040e+03 5.686010999999999704e-01 1.384596571933756903e-01 3.650190867305695974e-01
2.859217000000000098e+03 5.701435999999999726e-01 1.383926888247165865e-01 3.670380105256859649e-01
2.858253000000000156e+03 5.717153999999999847e-01 1.383257204560574827e-01 3.690940797205501944e-01
2.857288000000000011e+03 5.731277000000000177e-01 1.382586826181362583e-01 3.709482097329500627e-01
2.856324000000000069e+03 5.741680000000000117e-01 1.381917142494770989e-01 3.723310926587470315e-01
2.855360000000000127e+03 5.746141999999999639e-01 1.381247458808179951e-01 3.729614629183201080e-01
2.854394999999999982e+03 5.742557000000000356e-01 1.380577080428967707e-01 3.725726220615486195e-01
2.853431000000000040e+03 5.729180999999999857e-01 1.379907396742376668e-01 3.709435230940560935e-01
2.852467000000000098e+03 5.704884000000000066e-01 1.379237713055785075e-01 3.679310970284280224e-01
2.851501999999999953e+03 5.669334999999999791e-01 1.378567334676572831e-01 3.634934839889639724e-01
2.850538000000000011e+03 5.623093999999999593e-01 1.377897650989981793e-01 3.577014834638544971e-01
2.849574000000000069e+03 5.567569999999999464e-01 1.377227967303390754e-01 3.507336405874914020e-01
2.848608999999999924e+03 5.504833000000000087e-01 1.376557588924178510e-01 3.428522292060600662e-01
2.847644999999999982e+03 5.437370999999999732e-01 1.375887905237586917e-01 3.343722675340126682e-01
2.846681000000000040e+03 5.367785999999999946e-01 1.375218221550995878e-01 3.256234175935407427e-01
2.845715999999999894e+03 5.298507999999999551e-01 1.374547843171783634e-01 3.169135543712829906e-01
2.844751999999999953e+03 5.231588000000000349e-01 1.373878159485192596e-01 3.085023412875783633e-01
2.843788000000000011e+03 5.168538999999999772e-01 1.373208475798601003e-01 3.005814973059066642e-01
2.842824000000000069e+03 5.110297000000000311e-01 1.372538792112009964e-01 2.932695851387720487e-01
2.841858999999999924e+03 5.057243999999999629e-01 1.371868413732797720e-01 2.866150606339945561e-01
2.840894999999999982e+03 5.009306999999999510e-01 1.371198730046206682e-01 2.806085407974837076e-01
2.839931000000000040e+03 4.966091999999999729e-01 1.370529046359615089e-01 2.752001858625155450e-01
2.838965999999999894e+03 4.927021999999999791e-01 1.369858667980402844e-01 2.703169756616023989e-01
2.838001999999999953e+03 4.891469999999999985e-01 1.369188984293811806e-01 2.658793520674766486e-01
2.837038000000000011e+03 4.858848000000000056e-01 1.368519300607220768e-01 2.618129015150569838e-01
2.836072999999999865e+03 4.828655000000000030e-01 1.367848922228008524e-01 2.580542308209513580e-01
2.835108999999999924e+03 4.800492000000000092e-01 1.367179238541416930e-01 2.545526623242647668e-01
2.834144999999999982e+03 4.774059999999999970e-01 1.366509554854825892e-01 2.512703900612796581e-01
2.833179999999999836e+03 4.749134999999999884e-01 1.365839176475613648e-01 2.481791084151924731e-01
2.832215999999999894e+03 4.725543999999999856e-01 1.365169492789022609e-01 2.452567668523513156e-01
2.831251999999999953e+03 4.703154999999999974e-01 1.364499809102431571e-01 2.424867133235166505e-01
2.830286999999999807e+03 4.681852000000000236e-01 1.363829430723218772e-01 2.398543226220491986e-01
2.829322999999999865e+03 4.661540000000000128e-01 1.363159747036627734e-01 2.373474242459728822e-01
2.828358999999999924e+03 4.642124999999999724e-01 1.362490063350036695e-01 2.349541796866874144e-01
2.827393999999999778e+03 4.623522999999999938e-01 1.361819684970824451e-01 2.326640172608051282e-01
2.826429999999999836e+03 4.605651000000000050e-01 1.361150001284233413e-01 2.304662863067599154e-01
2.825465999999999894e+03 4.588433000000000095e-01 1.360480317597641819e-01 2.283514284652978787e-01
2.824501000000000204e+03 4.571797000000000222e-01 1.359809939218430130e-01 2.263103921849897171e-01
2.823536999999999807e+03 4.555676000000000170e-01 1.359140255531838537e-01 2.243345533229380018e-01
2.822572999999999865e+03 4.540010999999999908e-01 1.358470571845247499e-01 2.224165069996705268e-01
2.821608000000000175e+03 4.524746000000000046e-01 1.357800193466035255e-01 2.205492284739751785e-01
2.820643999999999778e+03 4.509831999999999730e-01 1.357130509779443661e-01 2.187263734607522436e-01
2.819679999999999836e+03 4.495235000000000203e-01 1.356460826092852623e-01 2.169437039168285175e-01
2.818715000000000146e+03 4.480938999999999894e-01 1.355790447713640379e-01 2.151992619807603369e-01
2.817751000000000204e+03 4.466944999999999943e-01 1.355120764027049340e-01 2.134930366513141942e-01
2.816786999999999807e+03 4.453273999999999844e-01 1.354451080340457747e-01 2.118277568085551732e-01
2.815822000000000116e+03 4.439949999999999730e-01 1.353780701961246058e-01 2.102065314708080335e-01
2.814858000000000175e+03 4.426988000000000034e-01 1.353111018274655020e-01 2.086311228163786335e-01
2.813893999999999778e+03 4.414376999999999884e-01 1.352441334588063426e-01 2.071002063964461626e-01
2.812929999999999836e+03 4.402065000000000006e-01 1.351771650901471833e-01 2.056071953936494667e-01
2.811965000000000146e+03 4.389967000000000175e-01 1.351101272522260144e-01 2.041413919733332527e-01
2.811001000000000204e+03 4.377982000000000262e-01 1.350431588835668550e-01 2.026898643851733628e-01
2.810036999999999807e+03 4.366016999999999815e-01 1.349761905149077512e-01 2.012409014056140977e-01
2.809072000000000116e+03 4.354020000000000112e-01 1.349091526769865268e-01 1.997879853928169192e-01
2.808108000000000175e+03 4.341995000000000160e-01 1.348421843083274230e-01 1.983314847063785136e-01
2.807143999999999778e+03 4.330010000000000248e-01 1.347752159396682636e-01 1.968800820198337576e-01
2.806179000000000087e+03 4.318181999999999854e-01 1.347081781017470392e-01 1.954486669449507774e-01
2.805215000000000146e+03 4.306645000000000056e-01 1.346412097330879354e-01 1.940540746903644254e-01
2.804251000000000204e+03 4.295517999999999836e-01 1.345742413644288316e-01 1.927114481745887120e-01
2.803286000000000058e+03 4.284868000000000010e-01 1.345072035265076071e-01 1.914293436283429628e-01
2.802322000000000116e+03 4.274688999999999850e-01 1.344402351578485033e-01 1.902068623268460545e-01
2.801358000000000175e+03 4.264913000000000176e-01 1.343732667891893440e-01 1.890354600772076177e-01
2.800393000000000029e+03 4.255420999999999787e-01 1.343062289512681196e-01 1.879001326683061857e-01
2.799429000000000087e+03 4.246077999999999797e-01 1.342392605826090157e-01 1.867836408071562870e-01
2.798465000000000146e+03 4.236775999999999875e-01 1.341722922139499119e-01 1.856723736154647919e-01
2.797500000000000000e+03 4.227452999999999905e-01 1.341052543760286875e-01 1.845585471444777526e-01
2.796536000000000058e+03 4.218110999999999944e-01 1.340382860073695281e-01 1.834422756371998364e-01
2.795572000000000116e+03 4.208789000000000002e-01 1.339713176387104243e-01 1.823285687385226006e-01
2.794606999999999971e+03 4.199541999999999997e-01 1.339042798007891999e-01 1.812244629359384129e-01
2.793643000000000029e+03 4.190401000000000264e-01 1.338373114321300961e-01 1.801337456954604788e-01
2.792679000000000087e+03 4.181355999999999962e-01 1.337703430634709367e-01 1.790552199504961139e-01
2.791713999999999942e+03 4.172351000000000254e-01 1.337033052255497123e-01 1.779818619640450850e-01
2.790750000000000000e+03 4.163310000000000066e-01 1.336363368568906085e-01 1.769039053643384207e-01
2.789786000000000058e+03 4.154164000000000190e-01 1.335693684882315047e-01 1.758126796776525724e-01
2.788820999999999913e+03 4.144887999999999906e-01 1.335023306503102802e-01 1.747050880206738599e-01
2.787856999999999971e+03 4.135512000000000077e-01 1.334353622816511209e-01 1.735847908011197149e-01
2.786893000000000029e+03 4.126120999999999817e-01 1.333683939129920171e-01 1.724626247554039704e-01
2.785927999999999884e+03 4.116831000000000240e-01 1.333013560750707927e-01 1.713533535060104418e-01
2.784963999999999942e+03 4.107757000000000214e-01 1.332343877064116888e-01 1.702714041792851019e-01
2.784000000000000000e+03 4.098995000000000277e-01 1.331674193377525295e-01 1.692290069740357561e-01
2.783036000000000058e+03 4.090601999999999849e-01 1.331004509690934257e-01 1.682333820554468562e-01
2.782070999999999913e+03 4.082602000000000175e-01 1.330334131311722012e-01 1.672876395756215384e-01
2.781106999999999971e+03 4.074985999999999886e-01 1.329664447625130974e-01 1.663904993757577555e-01
2.780143000000000029e+03 4.067716000000000109e-01 1.328994763938539381e-01 1.655372180625679368e-01
2.779177999999999884e+03 4.060729000000000144e-01 1.328324385559327137e-01 1.647198856332138250e-01
2.778213999999999942e+03 4.053937000000000235e-01 1.327654701872736098e-01 1.639272148389214756e-01
2.777250000000000000e+03 4.047241999999999784e-01 1.326985018186145060e-01 1.631468622097073107e-01
2.776284999999999854e+03 4.040543999999999802e-01 1.326314639806932816e-01 1.623662310660245189e-01
2.775320999999999913e+03 4.033769999999999856e-01 1.325644956120341222e-01 1.615759340082029982e-01
2.774356999999999971e+03 4.026884000000000019e-01 1.324975272433750184e-01 1.607714811764496265e-01
2.773391999999999825e+03 4.019898000000000082e-01 1.324304894054537940e-01 1.599544629796403883e-01
2.772427999999999884e+03 4.012863999999999876e-01 1.323635210367946902e-01 1.591313255193192999e-01
2.771463999999999942e+03 4.005849000000000215e-01 1.322965526681355308e-01 1.583106259980346098e-01
2.770498999999999796e+03 3.998913000000000051e-01 1.322295148302143064e-01 1.575000350609474797e-01
2.769534999999999854e+03 3.992087999999999748e-01 1.321625464615552026e-01 1.567034652239435999e-01
2.768570999999999913e+03 3.985381000000000062e-01 1.320955780928960988e-01 1.559218736128753502e-01
2.767606000000000222e+03 3.978771999999999864e-01 1.320285402549748743e-01 1.551527974049159153e-01
2.766641999999999825e+03 3.972234000000000043e-01 1.319615718863157150e-01 1.543926754172712801e-01
2.765677999999999884e+03 3.965748000000000051e-01 1.318946035176566112e-01 1.536391714642958983e-01
2.764713000000000193e+03 3.959307000000000243e-01 1.318275656797354423e-01 1.528914695246862687e-01
2.763748999999999796e+03 3.952919999999999767e-01 1.317605973110762829e-01 1.521505683256094144e-01
2.762784999999999854e+03 3.946599000000000079e-01 1.316936289424171791e-01 1.514180585351071751e-01
2.761820000000000164e+03 3.940363000000000060e-01 1.316265911044959547e-01 1.506964176377389997e-01
2.760856000000000222e+03 3.934218999999999911e-01 1.315596227358368508e-01 1.499863908271771573e-01
2.759891999999999825e+03 3.928170000000000273e-01 1.314926543671776915e-01 1.492884288425644357e-01
2.758927000000000135e+03 3.922222000000000208e-01 1.314256165292564671e-01 1.486033625613029652e-01
2.757963000000000193e+03 3.916375999999999746e-01 1.313586481605973633e-01 1.479311769653113284e-01
2.756998999999999796e+03 3.910648999999999931e-01 1.312916797919382039e-01 1.472740962648200758e-01
2.756034000000000106e+03 3.905057000000000111e-01 1.312246419540170350e-01 1.466342181300609171e-01
2.755070000000000164e+03 3.899618000000000251e-01 1.311576735853578757e-01 1.460136807311854246e-01
2.754106000000000222e+03 3.894336999999999938e-01 1.310907052166987719e-01 1.454131883408311676e-01
2.753141999999999825e+03 3.889190000000000147e-01 1.310237368480396125e-01 1.448297008894470217e-01
2.752177000000000135e+03 3.884122999999999881e-01 1.309566990101184436e-01 1.442564493073054122e-01
2.751213000000000193e+03 3.879047999999999941e-01 1.308897306414592843e-01 1.436821445315745183e-01
2.750248999999999796e+03 3.873865000000000225e-01 1.308227622728001804e-01 1.430941906601703728e-01
2.749284000000000106e+03 3.868484999999999840e-01 1.307557244348789560e-01 1.424813852857862995e-01
2.748320000000000164e+03 3.862860000000000182e-01 1.306887560662198522e-01 1.418375059338101152e-01
2.747356000000000222e+03 3.856996999999999787e-01 1.306217876975606929e-01 1.411635104427573784e-01
2.746391000000000076e+03 3.850960999999999967e-01 1.305547498596394684e-01 1.404677036154590719e-01
2.745427000000000135e+03 3.844854999999999801e-01 1.304877814909803646e-01 1.397629898871976251e-01
2.744463000000000193e+03 3.838790000000000258e-01 1.304208131223212608e-01 1.390635008283946927e-01
2.743498000000000047e+03 3.832860000000000156e-01 1.303537752844000364e-01 1.383812147564384143e-01
2.742534000000000106e+03 3.827113999999999794e-01 1.302868069157408770e-01 1.377221957557549781e-01
2.741570000000000164e+03 3.821555999999999842e-01 1.302198385470817732e-01 1.370870218505320370e-01
2.740605000000000018e+03 3.816152999999999906e-01 1.301528007091605488e-01 1.364715844206316475e-01
2.739641000000000076e+03 3.810852000000000128e-01 1.300858323405014449e-01 1.358690270605207584e-01
2.738677000000000135e+03 3.805597000000000008e-01 1.300188639718423411e-01 1.352723277176912098e-01
2.737711999999999989e+03 3.800343999999999944e-01 1.299518261339210612e-01 1.346759845039770531e-01
2.736748000000000047e+03 3.795069999999999832e-01 1.298848577652619574e-01 1.340769409064185846e-01
2.735784000000000106e+03 3.789774000000000198e-01 1.298178893966028535e-01 1.334751417957461550e-01
2.734818999999999960e+03 3.784480000000000066e-01 1.297508515586816291e-01 1.328736989113717681e-01
2.733855000000000018e+03 3.779222999999999888e-01 1.296838831900225253e-01 1.322769023807193467e-01
2.732891000000000076e+03 3.774052999999999991e-01 1.296169148213633660e-01 1.316911573194989027e-01
2.731925999999999931e+03 3.769005999999999745e-01 1.295498769834421415e-01 1.311210955990808336e-01
2.730961999999999989e+03 3.764099000000000195e-01 1.294829086147830377e-01 1.305687271003600769e-01
2.729998000000000047e+03 3.759309000000000123e-01 1.294159402461239339e-01 1.300312101580102242e-01
2.729032999999999902e+03 3.754578000000000082e-01 1.293489024082027095e-01 1.295012698015088892e-01
2.728068999999999960e+03 3.749817999999999762e-01 1.292819340395435501e-01 1.289676154130975361e-01
2.727105000000000018e+03 3.744930000000000203e-01 1.292149656708844463e-01 1.284177785377201841e-01
2.726139999999999873e+03 3.739833000000000185e-01 1.291479278329632219e-01 1.278415709020503666e-01
2.725175999999999931e+03 3.734478999999999993e-01 1.290809594643041180e-01 1.272327684765493516e-01
2.724211999999999989e+03 3.728853999999999780e-01 1.290139910956449587e-01 1.265896698163389289e-01
2.723248000000000047e+03 3.722989999999999911e-01 1.289470227269858549e-01 1.259163283474871997e-01
2.722282999999999902e+03 3.716939000000000215e-01 1.288799848890646305e-01 1.252194029783312290e-01
2.721318999999999960e+03 3.710763000000000256e-01 1.288130165204055266e-01 1.245066030723106509e-01
2.720355000000000018e+03 3.704529999999999768e-01 1.287460481517463673e-01 1.237866142184136931e-01
2.719389999999999873e+03 3.698294999999999777e-01 1.286790103138251429e-01 1.230664754308538611e-01
2.718425999999999931e+03 3.692108000000000056e-01 1.286120419451660390e-01 1.223523758439295506e-01
2.717461999999999989e+03 3.686007000000000033e-01 1.285450735765069352e-01 1.216492010568722970e-01
2.716496999999999844e+03 3.680026000000000130e-01 1.284780357385857108e-01 1.209613301202214219e-01
2.715532999999999902e+03 3.674184999999999812e-01 1.284110673699265515e-01 1.202911518869700380e-01
2.714568999999999960e+03 3.668492999999999893e-01 1.283440990012674476e-01 1.196398786361582145e-01
2.713603999999999814e+03 3.662944000000000200e-01 1.282770611633462232e-01 1.190068227329222073e-01
2.712639999999999873e+03 3.657513000000000014e-01 1.282100927946871194e-01 1.183886727054808408e-01
2.711675999999999931e+03 3.652163999999999966e-01 1.281431244260279600e-01 1.177809407996480984e-01
2.710710999999999785e+03 3.646858000000000044e-01 1.280760865881067356e-01 1.171787593821099621e-01
2.709746999999999844e+03 3.641556000000000237e-01 1.280091182194476318e-01 1.165770434128145100e-01
2.708782999999999902e+03 3.636236999999999941e-01 1.279421498507885280e-01 1.159732052782280753e-01
2.707818000000000211e+03 3.630899000000000210e-01 1.278751120128673036e-01 1.153670642161115645e-01
2.706853999999999814e+03 3.625558999999999865e-01 1.278081436442081442e-01 1.147606284876669519e-01
2.705889999999999873e+03 3.620249999999999857e-01 1.277411752755490404e-01 1.141581507330342304e-01
2.704925000000000182e+03 3.615001999999999938e-01 1.276741374376278715e-01 1.135635037132253777e-01
2.703960999999999785e+03 3.609843999999999831e-01 1.276071690689687121e-01 1.129802155298526567e-01
2.702996999999999844e+03 3.604790999999999968e-01 1.275402007003095528e-01 1.124102588680752635e-01
2.702032000000000153e+03 3.599839000000000233e-01 1.274731628623883839e-01 1.118531998208903006e-01
